,text_q,text_a,Adults,Chickenpox vaccines,Diphtheria,General immunization,HPV vaccines,Hepatitis A vaccine,Hepatitis B vaccine,Immunization records,Infants & young children,Influenza vaccines,Measles,Meningococcal vaccines,Other,Pneumococcal vaccines,Pregnancy,Rotavirus Vaccines,School-age children & teens,Shingles vaccines,TB skin test,Travel vaccines,Vaccine Schedules,Vaccine ingredients,Vaccine safety,Where to get immunized,mumps and rubella vaccines,tetanus and pertussis vaccines
902,"Where can I take TB test/Chest X-ray for my conditional requirements to study health care assistant program and now I am living in Surrey?
","You can contact your local public health unit for information on where you can get testing for tuberculosis (TB) in your area.  You can find the contact information for your local public health unit here.  
- Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
903,"Is it safe to take a newborn two weeks old out in public who has not been vaccinated ? How long can one wait to take a baby out before vaccination?
","There is no general recommendation that advises against taking newborns out in public before they are vaccinated.  Parents should make this decision after weighing the risks and benefits.
Ensuring that people who are in close contact with your newborn are up to date with their immunizations can help protect your newborn, as can general infection control methods such as frequent hand washing.
For more information on the risks of taking an unvaccinated newborn out in public and on ways to protect your newborn and prevent illness, we recommend that you speak with a public health nurse. You can find the contact information for your local public health unit here. 
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,"Can a pharmacist prescribe Twinrix in BC?
","BC residents may purchase a variety of vaccines (most vaccines do not need a prescription) and pay to have these vaccines administered by an authorized pharmacist. Vaccine costs, including administration supplies and services, are paid for by individuals (out of pocket). Selected private drug plans may also cover vaccine costs.
Contact your local pharmacy and ask if the pharmacist is authorized to give vaccines, including the Twinrix® (combined hepatitis A & B vaccine). Need help finding a pharmacist authorized to give vaccines? You can contact the BC Pharmacy Association at info@bcpharmacy.ca. 
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
905,"I have the flu. Should I still get the flu shot' and will it help with this flu?
","The influenza (flu) vaccine  helps prevent influenza, it does not treat influenza.
People who have already been sick with an influenza-like illness this season should still get vaccinated.  Here are the reasons why:

		It's possible that the influenza-like illness was not caused by an influenza virus as there are other respiratory viruses circulating along with influenza that can have influenza-like symptoms.  

		The seasonal influenza vaccine protects against three or four different types of influenza viruses, which means even if a person has been sick with one influenza virus, the vaccine will still offer protection against two or three other influenza viruses.
Influenza vaccination should usually be postponed in people with serious acute illness until their symptoms have subsided. Vaccination should not be delayed because of minor acute illness, with or without fever. We recommend that you follow up with your immunizing health care provider who can make a recommendation for you.  
- Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,"I called 3 community health centre for the child vacination, all calls are on voice mail and they are not calling back, tried 2-3 times yesterday and today.
","We understand your frustration but encourage you to keep trying. You might also check with your family doctor to see if they immunize. Community pharmacists also provide some vaccines for children 5 years of age or older, so that may be an option for you.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
907,"My daughters were 4 and 7 when they had the twinrex shot. They are going to South Africa (Cape Town) with their father for a month. Do they neeed the shots again ? And what other
","We do not provide travel vaccine advice here at ImmunizeBC, however the standard Twinrix dosing is 3 vaccine doses over a span of 6 months. Hepatitis B is part of the routine childhood vaccine schedule in BC which your daughters may already have had (Twinrix is a hepatitis A and B vaccine). We recommend that you contact your local travel clinic for advice on what vaccines they will need. You will need a copy of their immunization records for them to look at. You can find your local travel clinic here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
908,"I immigrated to Canada in 1968 at 6 years old. How do I find out what immunization I received in my school in BC Canada?
","Tips for locating immunization records are here.
Without a record of immunization (or proof of immunity to a disease), a person is considered unimmunized and unprotected and should generally be vaccinated (or revaccinated) to ensure protection. It is safe to repeat vaccines. For a limited number of vaccine preventable diseases, you can also have your blood tested for antibodies to determine your immunity. Your health care provider can help you determine what is best for you.
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,"Can I pick and choose which vaccines I want my child to get?
","Immunization is not mandatory in B.C., and thus a parent is able to choose which vaccines their child gets. However, for best protection against disease, it is strongly advised that children get all of the recommended vaccines and that they get them on time (according to the recommended schedule). 
Infants and young children are at greater risk from vaccine-preventable diseases because their immune systems are less mature, and less able to fight off infection. If an infant or young child were to get a vaccine-preventable disease, it could be very serious and life-threatening. Following the recommended schedule provides the best protection as early as possible.
We encourage you to discuss your concerns further with your family doctor or a public health nurse. You can find the contact information for your local health unit here.
You can read more about why it's important to follow the recommended schedule here. You can read about the risks and responsibilities associated with delaying vaccination or choosing to skip vaccines here.
Immunization nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
910,"If my child had an allergic reaction to vaccines in the past can they vaccinated again without risk of further complications?
","Please contact your local public health unit and ask to speak with a public health nurse. We do not have enough information to answer your question. You can find the contact information for your local health unit here. 
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
911,"Hello, I was born in 1965 outside of Canada. I am planning to travel to where there is a measles outbreak. Would you recommend I get vaccinated? Thanks 
","Individuals born before 1970 are generally assumed to have acquired immunity to measles from natural infection, and therefore MMR vaccine is not recommended for these individuals. If you had measles disease in childhood you are immune to measles and do not need to get the vaccine. Go here for travel vaccine information.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
912,"Hi I am a 53 year old female, Traveling to Europe (London, Paris & Naples) May 4th to May 19th. Do I need to have any immunization before my travels?
","We do not provide travel vaccine recommendations at ImmunizeBC.  We recommend that you contact your health care provider or a travel clinic as soon as possible to find out which vaccines are recommended for your travel destination.   You can find a list of travel clinics in BC here.
You can find more information on travel vaccinations here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
913,"Im going in for a Tetanus shot tomorrow at public health. Is it a DT shot, does it include diphtheria? And what is diphtheria?
","There are a number of different vaccines that protect against tetanus.  The vaccine you will be getting depends on your age and your immunization history. 
The Td vaccine is used in Canada, not the DT vaccine.  The Td vaccine protects against tetanus and diphtheria. This vaccine is routinely given as a booster dose to adults every 10 years and is also given to adults who have not been immunized.  The vaccine may also be given to people with serious cuts of deep wounds if their last tetanus vaccine was given more than 5 years ago. 
Diphtheria is a serious infection of the nose and throat caused by diphtheria bacteria.
You can learn more about the Td vaccine and about tetanus and diphtheria in the HealthLinkBC File: Tetanus and Diphtheria (Td) Vaccine. 
- Immunization Nurse
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
914,"Why does it take over 48 hrs to get access to vaccine when ordered by doctor after bite by bat? Boy bitten publice health not able to do and took 2 days for emergency in Duncan
","ImmunizeBC does not have enough information to answer this question. Please contact Margaret Moss Health Unit at 250-709-3050 and ask to speak to a public health nurse. The public health nurse will be able to direct you to the person who can speak to the issue.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
915,"If a child of 9 months had chickenpox does he require vaccine at 12 months?
","A child who has had chickenpox before their 1st birthday should still get the vaccine as they may not have developed a long lasting immunity and could get chickenpox again.
For more information about chickenpox and the chickenpox vaccine, visit our chickenpox page.   
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,"How old does a child have to be to be able to receive vaccinations without parental permission?
","In B.C. there is no set age when a child is considered capable to give consent. It is recommended that parents or guardians and their children discuss consent for vaccination. Efforts are first made to seek parental/guardian or representative consent prior to vaccination. However, children under the age of 19, who are able to understand the benefits and possible reactions for each vaccine and the risk of not getting immunized, can legally consent to or refuse vaccinations. 
You will find more information here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
917,"Can you provide my kid immunization recird
","There is no central registry of all immunizations provided in BC. If you no longer have a paper record of your child's immunizations, you can contact the clinic (public health unit or doctor's office) where your child was immunized and request a copy of their records.  
You can find the contact information for public health units in BC here. 
You can find more information on locating immunization records here. 
- Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,"where can I go to get a 4 year old and an 11 yr old their shots free so they can get to school
","Children can get routine immunizations for free at their local public health unit.  You can find the contact information for your local public health unit here. 
Although it is recommended that children are up to date with their immunizations prior to attending school, proof of immunization is not required to attend school in BC. 
You can find the BC routine immunization schedules here. 
- Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
919,"How do I get my childs immunization records, for an adopted child. Immunizations would have happened in Surrey - we are in a different community. Can I phone my local unit?
","If you live in BC, your local public health unit will have a record of any immunizations your child received through public health. If your child was immunized at their doctor's office, you will need to contact the doctor's office to request your child's record.  You can find more information on locating immunization records here. 
- Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,"I am HCW, I did not remember took MMR VACCINE, I have one rubella IGg positive and other viruses no available.result test. Is it meaning immunized for three viruses.
","Please contact your local public health unit and ask to speak to a public health nurse. A public health nurse can discuss your results and answer any questions you may have. You will find the phone number for your health unit here.
Immunization Nurse
",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
921,"My daughter was born in 1997. Would she have been given both doses on the measles vaccine?
","If you don't have a copy of your daughter's immunization history, tips for finding records are here. In 1998, BC recommended a second dose of measles-containing vaccine for persons 18 months to 18 years of age. The measles vaccine is given as the combined measles, mumps, rubella (MMR) vaccine. Based on your daughter's date of birth, the routine immunization schedule at that time included MMR vaccine at 12 and 18 months of age.
Immunization Nurse
 
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
922,"What is the MR shot my son had it in 1996
","In 1996 elementary through post secondary school students were offered Measles/Rubella (birth year cohort 1979-1991) in British Columbia.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
923,"why is hpv not free for boys but it is for females
","In BC, the HPV9 vaccine is provided free to all students (male and female) in Grade 6. Read more about Human Papillomavirus (HPV) Vaccines. The HPV9 is also publicly funded (free) for:

		HIV positive individuals 9-26 years of age

		Transgender individuals 9-26 years of age
Men 9 to 26 years of age who:

		have sex with other men

		are not yet sexually active but are questioning their sexual orientation

		Street involved

		Boys 9 to 18 years of age in the care of the Ministry of Children and Family Development (MCFD)

		Boys and men of any age who are in youth custody services centres
Immunization Nurse
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,"where can I get a flu shot if all the pharmacies in my town and my doctor's office are out of stock?
","If local pharmacies and your doctor's office are out of influenza vaccine, please contact your local health unit to ask about vaccine availability. The BC health unit finder is here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,"can i get a tatoo after getting typhoid shot?
","A vaccine of any kind is not a contraindication or precaution to getting a tattoo.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
926,"Chicken pox vaccine says not to get pregnant for 30 days after vaccine, is this 30 days after first vaccine or 30 days after booster 4 weeks later?
","Women should avoid becoming pregnant for 1 month after getting the chickenpox vaccine.  This applies to any dose of the vaccine.
If you have further questions regarding this, we recommend that you speak with your health care provider. 
For more information about the chickenpox vaccine, see the HealthLinkBC File: Chickenpox Vaccine. 
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,"once a one year old receives the measles vaccine ... how long before they are considered protected from the measles virus?
","In general, protection starts to develop after about two weeks of getting the measles, mumps, rubella (MMR) vaccine; however, a number of factors impact an individuals' response to vaccines. 
Two doses of the MMR vaccine are needed for best protection.  The efficacy of a single dose of measles-containing vaccine given at 12 months of age is estimated to be 85% to 95%. With a second dose, efficacy in children approaches 100%.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
928,"Good Morning, Kindly advise where I can get my daughter's Vaccinations Record. She graduated 12 from YaleSecondary and all her education was in Abbotsford.
","Information on locating immunization records is available here.
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,"Can I just get the tetanus vaccine for my 4 yr old?
","In BC, tetanus is provided in the Tetanus, Diphtheria, Pertussis, Polio (Tdap-IPV) vaccine, given as a one dose to children 4-6 years of age. This booster dose strengthens the immune system to give children better protection against these diseases. You can learn more about this vaccine here.
Combination vaccines are safe. Combination vaccines take two or more vaccines that could be given individually and put them into a single injection, so that children can get protection against several diseases with just one shot. You can learn more about vaccine safety here.
If you have questions about the Tdap-IPV vaccine or the safety of combination vaccines for your child, speaking with your immunizing healthcare provider. 
Immunization Nurse
",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
930,"I am applying to an internship at a sanctuary; it is preferred for applicants to be immunized with Rabies vaccine, is this covered by the health plan as a BC resident (lives inQC)?
","In BC, the rabies vaccine is recommended and provided free to BC students attending a Canadian Veterinary College or Animal Health Technology Training Centre.  The vaccine is also recommended but not provided free to people at risk of contact with the rabies virus.  Those not eligible for the free vaccine can purchase it at a travel clinic. 
We recommend that you contact your local public health unit in BC for more information on rabies vaccine recommendations and eligibility criteria for the free vaccine.  You can find the contact information for public health units in BC here. 
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
931,"Can my 3 month old have the measles vaccine? We are traveling to an area with a known outbreak.
","In BC, we can provide the measles, mumps, rubella (MMR) vaccine to Infants from 6-11 months of age who are traveling to an area where measles is usually found. As you are travelling with a 3-month old infant, contact a travel health clinic for recommendations for you and your family. Our travellers information section is here.
Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
932,"Does Immunize BC keep records of Shingle vaccine shots?
","ImmunizeBC does not store immunization records for BC residents. Contact the health care professional that provided your shingles vaccine and request a paper record. Download the CANimmunize app to store immunization records electronically.
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
933,"If they are said to be proven safe, there would have to be a double blind placebo controlled study but I can not find anything anywhere. Should this information not be available?
","Vaccine safety research is available from a variety of sources for approved and recommended vaccines in Canada:

		Canadian Immunization Guide: Vaccine Safety Section and Active vaccines

		National Advisory Committee on Immunization NACI knowledge syntheses, analyses and recommendations on vaccine use in Canada are included in published literature reviews, statements and updates

		Drug Product Database to access product monographs
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
934,"is there free birth control available for teenagers?
","ImmunizeBC only answers questions about immunization. Options for Sexual Health provides services in BC and can answer your question.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
935,"We are newcomers. We did not take any vaccines, except BCG.Now to go to day care, they are asking for health passport and immunize records. can we take vaccines now? she is 3 yrs.
","Yes. It is not too late to get your child vaccinated.  We recommend that you contact your local public health unit to make an appointment.  A public health nurse can recommend and provide any missing vaccines. You can find the contact information for your local public health unit here. 
 
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,"Do all children have to be up to date with their immunizations prior to attending a public school in BC? Thank you for your advice.
","Immunization is not compulsory in Canada.  Therefore children are not required to have immunizations prior to entering school.  However, it is highly recommended that children are up to date with their immunizations prior to entering school to protect both themselves and their classmates from the serious diseases vaccines prevent.  
If a parent chooses not to immunize their child, the child may be told they must stay home from school if there is an outbreak of disease. This rule is designed to keep unimmunized children from getting sick and to keep the outbreak from spreading. 
For more information, or to make an appointment to have you child immunized, please contact your local public health unit.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,"Can we get 4 months vaccination earlier like 20 days before since we are traveling?
","In certain circumstances, including travel, it may be recommended that infants get vaccinated early.
We recommend that you speak with a public health nurse or your family doctor who can make a recommendation for your child.  You can find the contact information for your local public health unit here.
Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
938,"I was told that persons whom use public transit daily qualify for free flu shot. Is this information correct?
","Using public transit is not one of the criteria for free flu vaccine. For information about who is eligible for free flu vaccine check here. To find out if you are eligible for a free flu shot based on other criteria, speak with your health care provider. Canada's National Advisory Committee on Immunization recommends that everyone 6 months of age and older gets an influenza vaccine, with rare exception but not all people can get the free vaccine. If you do not qualify for free flu vaccine, many pharmacies and some doctor's offices provide flu vaccine for a fee. To find a flu clinic near you, check here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,"My brother-in-law, has to get transportation for Specialist Doctors and treatment at hospital. Is there any Club or facility that could help with this. He sometimes has to wait a few hours in hospital after treatment. It is hard to arrange times/schedules within family.
","ImmunizeBC only answers questions about immunization.
Get detailed information about health services in BC at HealthLinkBC by dialing 8-1-1 anytime.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
940,"How do I know which kind of vaccinations that I will need? Will the health clinic have all the vaccines?
","The vaccines you need depends on many factors such as your age, health status, immunization history and travel plans.  
You can contact your local public health unit to find out which vaccines you need. A public health nurse can review your immunization records, tell you which vaccines are recommended for you, and let you know which vaccines are publicly funded (free) and available from the health unit and which vaccines are available for purchase from your local pharmacy or travel clinic.  
You can contact your local travel clinic for travel vaccine recommendations. 
You can find the BC routine immunization schedules here. 
You can find a list of vaccines recommended for adults in BC here. 
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,"Dear nurses, My daughter,14 years old, has just came here from China for studying at a High school. I'm wondering if she can take HPV for free. When and where could she take the vaccine ?
","International students who meet BC's eligibility criteria for the publicly funded (free) HPV9 vaccine can get the vaccine for free.
You can find a list of people eligible for the free HPV9 vaccine on our HPV page.
Those eligible for the free HPV9 vaccine can get the vaccine from their local public health unit. Those not eligible for the free vaccine, can purchase the vaccine at most pharmacies and travel clinics for approximately $180 per dose. 
If you would like more information, we recommend that you contact your local public health unit and ask to speak with a public health nurse.
Immunization Nurse
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,"I lost my immunization card for my daughter can I get a new one?
","You can download and print immunization record cards here or CANImmunize is a free tool that helps you keep track of immunizations. You could also request a replacement from your local health unit, use our health unit finder.
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,"Hi. Can hepatitis vaccine (a or b) and tetanus vaccine be given together?
","Hepatitis A or B and tetanus vaccine can be given at the same time. They should however, be given in separate needles. If you have other questions, please contact your immunization provider.
Immunization Nurse
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,"What was the symptoms from the rotavirus about the complications from it that I was supposed to look out for, I lost the paper and since her vaccination on Oct 22nd she went from pooping 3 times a day and explosively to now I'm lucky if she poops once and they never explode. I'm eating the same.
","The HealthlinkBC health file on rotavirus vaccine and possible reactions are found here. Most babies do not have any reactions after they get the rotavirus vaccine. Some may have a fever or experience diarrhea, vomiting, and crankiness after immunization.
If you have questions about possible reactions after an immunization, please contact the health care provider that gave the vaccine directly. Find the contact information for a health unit near you here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
945,"My daughter is 17 and immunized today at Kal for meningitis. Our son is 19 and we were told at the school he should also be immunized. Do we just pop in? make an apmt? Thank you.
","Please call your local health unit and ask to speak to a public health nurse who can assess your son's vaccination needs. You will find the phone number here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
946,"I have recently moved to BC with my spouse and 3 year old son. Is BC provincial health Insurance coverage requires to get a flu vaccine shot at a BC public health clinic?
","If you are now a resident of BC, you and your family can receive publicly funded (free) vaccines that you meet the eligibility criteria for. As you do not yet have MSP coverage, book immunizations at your local health unit.  Publicly funded vaccines are also available from some pharmacies and doctors' offices. However, you may be charged a vaccine administration fee in these settings without MSP. You can find a flu clinic near you with our Influenza (Flu) Clinic finder.
Immunization Nurse
 
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,"I'd like to kindly ask for information regarding being administered the Hep B Vaccine. I am a student (health care profession). Been waiting for about 4 months now. Thank you.
","In BC, health care professional students are eligible for the Hepatitis B vaccine series publicly funded (free). Learn about Hepatitis B vaccine here.  Publicly funded vaccines for adults are available at local health units, most pharmacies and some doctors' offices. The vaccine may also be available at your educational institution. Find a local health unit here.
Immunization Nurse
",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
948,"My 18 year old daughter is getting a tattoo on Wednesday. She is booked in to get the meningitis vaccine the next day. Is it ok for vaccines so soon after getting a tattoo?
","A recent tattoo is not a contraindication or precaution to safely receiving a vaccine. If your daughter's new tattoo is on her deltoid muscle, inform the immunizing healthcare professional so the meningococcal vaccine can be injected into the other arm.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
949,"What is the current recommendation for an adults with respect to menningococcal vaccines?
","Current recommendations for adults with respect to meningococcal vaccines will depend on various factors such as age, occupation, immunization history and health. Adults should discuss meningococcal vaccines and disease protection with their health care provider. Meningococcal vaccines can be purchased at travel health clinics, most pharmacies and some doctors' offices. For more info regarding meningococcal vaccine, check here.
Immunization Nurse
 
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,"We are heading to Alberta on Oct. 23, 2019, and hope to get our flu shots before we go. What are our options? If we don't get them here, can we get them in Alberta?
","The influenza vaccine may be available at that time. Use our influenza clinic finder and call to see if they have the vaccine before you leave. You also may be able to get a publicly funded influenza vaccine when you are in Alberta. Contact the public health centre where you are visiting and bring your B.C. Services card.
	Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,"My girlfriend/wife to be is 44 yrs old and is a carrier of Hepatitis b, I'm 49 yrs old and have type 2 diabetes pills only after I get the vaccine can we have intercourse ?
","At ImmunizeBC we only provide information specific to vaccines. We recommend that you speak with your health care provider who can provide more information regarding intercourse and Hepatitis B.
Immunization Nurse
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,"I am 33 years old and i have never been immunized when I was a child. Is it too late for me to get immunization? Can i still get those vaccines that were suppose to be given to me?
","You are eligible for the BC routine immunization schedule Adults 18 years of age and older not immunized in childhood.  You can receive publicly funded (free) vaccines from all health units, most pharmacies and some doctors' offices. Use the health unit finder.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
953,"My pharmacist recommended I get ""pneumovax"" against pneumonia. I am 68 and generally healthy except for chronic fatigue. I get colds easily, which tend to hold on. More info please
","The pneumococcal polysaccharide vaccine (PNEUMOVAX® 23) protects against 23 types of pneumococcal bacteria.  The vaccine is recommended for (and provided free to) people who are at high risk of getting sick from pneumococcal infections. This includes seniors 65 years and older.
You can find more information about this vaccine in the HealthLinkBC File: Pneumococcal Polysaccharide Vaccine. 
If you have further questions about this vaccine, we recommend that you speak with your doctor, public health nurse or pharmacist. 
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,"are immunizations free in BC?
","All routinely recommended childhood vaccines are publicly funded (provided for free) in BC.  Most vaccines routinely recommended for adults are also provided for free in BC. Other vaccines (e.g., travel vaccines) are available at a cost. 
You can contact your local public health unit for information on which vaccines are available free and which are available at a cost. 
You can find the BC routine immunization schedules here and a list of vaccines recommended for adults in BC here. 
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,"Does Shoppers Drug at Saanichton have the flu vaccine for sure?
","We don't have that information at ImmunizeBC. Please contact Shoppers Drug Mart directly for that information.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,"My grandchildren recently moved to Surrey from Richmond. What do we have to do to get their immunization records transferred to a Surrey Public Health Unit? Thank you
","If you have a paper copy of your grandchildren's immunization records, provide them to your closest health unit. Use the health unit finder. Information on how to submit immunization records to Fraser Health (Surrey health units) is detailed here.
If you do not have a copy of their immunization records, contact the Richmond health unit and request a copy to provide to Fraser Health.
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,"I am an Early Childhood Educator. I'm wondering what vaccinations I should currently have, according to the Province's immunization and tuberculosis control programs.
","We recommend that you contact  your immunization provider or your local health unit for that information. You can find the number for your local health unit here.
Immunization Nurse
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,"are there any classes parents can take about immunizations for thier children?
","In BC, ImmunizeBC is not aware of an immunization specific class online or in person for parents. Some prenatal classes and parenting classes may include information on vaccines. To discuss vaccines and your questions, you can speak with your health care provider, a nurse at your local health unit (use the health unit finder) or speak with a nurse at HealthlinkBC by calling 8-1-1 anytime. There are also many online resources that provide more information about vaccines. Online reading suggestions are here.
Immunization Nurse
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,"I am from Alberta, but currently live in BC. Can I get the flu shot in BC?
","If you meet the eligiblity criteria for publicly funded (free) flu vaccine here in BC, it doesn't matter if you are from Alberta. For information about flu and elibility criteria, check here. If you do not qualify for free flu vaccine, many pharmacies and some doctor's offices provide flu vaccine for a fee. To find a flu clinic near you, check here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,"Can adults be vaccinated for chicken pox?
","Adults can get the chickenpox vaccine. People who had chickenpox or shingles disease at 1 year of age or older do not need to get the vaccine if:

		They had the disease before 2004 or

		The disease was confirmed by a lab test
People 13 years of age or older who need to get the chickenpox vaccine get 2 doses; the second dose is 6 weeks after the first dose. Contact your local health unit to help you determine if you need the chickenpox vaccine and to make an appointment. Find the location near you here.
Immunization Nurse
 
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,"Do i need a prescription for Hep A vaccination?
","A prescription is not required for the hepatitis A vaccine.  
If you are eligible for a free hepatitis A vaccine, you can get it from your local public health unit or pharmacy. Some family doctors also provide vaccines. Services vary across BC. 
If you are not eligible for a free hepatitis A vaccine, you can purchase the vaccine from most pharmacies and travel clinics. 
For more information about the hepatitis A vaccine, including a list of people eligible for the free vaccine, see the HealthLinkBC File: Hepatitis A Vaccine. 
 
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
